pid,cond,length,swap_noise,start_time,alpha_time,beta_time,switch_time,idx,Q_p_err,S_p_err,Q_cum_err,S_cum_err,Q_rt,S_rt
1240,crossed,4,0.009,84.48422001637657,488.2612855709756,91.72924026765529,0.7356500000086487,0,0.0,0.0,0.0,0.0,731.9553614587013,731.9553614587013
1240,crossed,4,0.009,84.48422001637657,488.2612855709756,91.72924026765529,0.7356500000086487,1,0.004187499999999988,0.004424999999999987,0.004187499999999988,0.004424999999999987,579.9905258386309,579.9905258386309
1240,crossed,4,0.009,84.48422001637657,488.2612855709756,91.72924026765529,0.7356500000086487,2,0.022262499999999984,0.021912499999999974,0.026449999999999974,0.02633749999999996,647.4711414423248,830.9296219776354
1240,crossed,4,0.009,84.48422001637657,488.2612855709756,91.72924026765529,0.7356500000086487,3,0.0,0.0,0.026449999999999974,0.02633749999999996,579.9905258386309,579.9905258386309
1241,crossed,4,0.02,199.751524241583,513.8726764789332,98.85330084379035,1.0217231430712437,0,0.0,0.0,0.0,0.0,913.4782068053912,913.4782068053912
1241,crossed,4,0.02,199.751524241583,513.8726764789332,98.85330084379035,1.0217231430712437,1,0.010250000000000037,0.010287500000000038,0.010250000000000037,0.010287500000000038,612.7259773227236,612.7259773227236
1241,crossed,4,0.02,199.751524241583,513.8726764789332,98.85330084379035,1.0217231430712437,2,0.048400000000000616,0.048212500000000616,0.05865000000000065,0.058500000000000656,713.7266825638083,911.4332842513888
1241,crossed,4,0.02,199.751524241583,513.8726764789332,98.85330084379035,1.0217231430712437,3,0.0,0.0,0.05865000000000065,0.058500000000000656,612.7259773227236,612.7259773227236
1242,crossed,4,0.03,83.87248155908948,501.6284107002636,99.72929266439579,1.9908554645984795,0,0.0,0.0,0.0,0.0,883.7767922052022,883.7767922052022
1242,crossed,4,0.03,83.87248155908948,501.6284107002636,99.72929266439579,1.9908554645984795,1,0.014787500000000167,0.015100000000000176,0.014787500000000167,0.015100000000000176,601.3577033646594,601.3577033646594
1242,crossed,4,0.03,83.87248155908948,501.6284107002636,99.72929266439579,1.9908554645984795,2,0.07273750000000131,0.07262500000000131,0.08752500000000148,0.0877250000000015,799.9043106461128,999.3628959749044
1242,crossed,4,0.03,83.87248155908948,501.6284107002636,99.72929266439579,1.9908554645984795,3,0.0,0.0,0.08752500000000148,0.0877250000000015,601.3577033646594,601.3577033646594
1243,crossed,4,0.03,210.86162576857842,478.1226042564862,102.614934057397,2.5889360716284626,0,0.0,0.0,0.0,0.0,1057.262668351433,1057.262668351433
1243,crossed,4,0.03,210.86162576857842,478.1226042564862,102.614934057397,2.5889360716284626,1,0.014787500000000167,0.015100000000000176,0.014787500000000167,0.015100000000000176,580.7375383138832,580.7375383138832
1243,crossed,4,0.03,210.86162576857842,478.1226042564862,102.614934057397,2.5889360716284626,2,0.07273750000000131,0.07262500000000131,0.08752500000000148,0.0877250000000015,846.4010425828544,1051.6309106976482
1243,crossed,4,0.03,210.86162576857842,478.1226042564862,102.614934057397,2.5889360716284626,3,0.0,0.0,0.08752500000000148,0.0877250000000015,580.7375383138832,580.7375383138832
1244,crossed,4,0.02,106.87784685580752,501.74995719095386,101.46585013854164,3.356566390003699,0,0.0,0.0,0.0,0.0,1050.670516493484,1050.670516493484
1244,crossed,4,0.02,106.87784685580752,501.74995719095386,101.46585013854164,3.356566390003699,1,0.010250000000000037,0.010287500000000038,0.010250000000000037,0.010287500000000038,603.2158073294955,603.2158073294955
